ProductID,Product,StandardCost,ListPrice,ProductSubcategory,ProductCategory,ProductModel
908,LL Mountain Seat/Saddle,12.0413,27.12,Saddles,Components,LL Mountain Seat/Saddle 2
909,ML Mountain Seat/Saddle,17.3782,39.14,Saddles,Components,ML Mountain Seat/Saddle 2
910,HL Mountain Seat/Saddle,23.3722,52.64,Saddles,Components,HL Mountain Seat/Saddle 2
911,LL Road Seat/Saddle,12.0413,27.12,Saddles,Components,LL Road Seat/Saddle 1
912,ML Road Seat/Saddle,17.3782,39.14,Saddles,Components,ML Road Seat/Saddle 2
913,HL Road Seat/Saddle,23.3722,52.64,Saddles,Components,HL Road Seat/Saddle 2
914,LL Touring Seat/Saddle,12.0413,27.12,Saddles,Components,LL Touring Seat/Saddle
915,ML Touring Seat/Saddle,17.3782,39.14,Saddles,Components,ML Touring Seat/Saddle
916,HL Touring Seat/Saddle,23.3722,52.64,Saddles,Components,HL Touring Seat/Saddle
917,"LL Mountain Frame - Silver, 42",144.5938,264.05,Mountain Frames,Components,LL Mountain Frame
918,"LL Mountain Frame - Silver, 44",144.5938,264.05,Mountain Frames,Components,LL Mountain Frame
919,"LL Mountain Frame - Silver, 48",144.5938,264.05,Mountain Frames,Components,LL Mountain Frame
920,"LL Mountain Frame - Silver, 52",144.5938,264.05,Mountain Frames,Components,LL Mountain Frame
921,Mountain Tire Tube,1.8663,4.99,Tires and Tubes,Accessories,Mountain Tire Tube
922,Road Tire Tube,1.4923,3.99,Tires and Tubes,Accessories,Road Tire Tube
923,Touring Tire Tube,1.8663,4.99,Tires and Tubes,Accessories,Touring Tire Tube
924,"LL Mountain Frame - Black, 42",136.785,249.79,Mountain Frames,Components,LL Mountain Frame
925,"LL Mountain Frame - Black, 44",136.785,249.79,Mountain Frames,Components,LL Mountain Frame
926,"LL Mountain Frame - Black, 48",136.785,249.79,Mountain Frames,Components,LL Mountain Frame
927,"LL Mountain Frame - Black, 52",136.785,249.79,Mountain Frames,Components,LL Mountain Frame
928,LL Mountain Tire,9.3463,24.99,Tires and Tubes,Accessories,LL Mountain Tire
929,ML Mountain Tire,11.2163,29.99,Tires and Tubes,Accessories,ML Mountain Tire
930,HL Mountain Tire,13.09,35.0,Tires and Tubes,Accessories,HL Mountain Tire
931,LL Road Tire,8.0373,21.49,Tires and Tubes,Accessories,LL Road Tire
932,ML Road Tire,9.3463,24.99,Tires and Tubes,Accessories,ML Road Tire
933,HL Road Tire,12.1924,32.6,Tires and Tubes,Accessories,HL Road Tire
934,Touring Tire,10.8423,28.99,Tires and Tubes,Accessories,Touring Tire
935,LL Mountain Pedal,17.9776,40.49,Pedals,Components,LL Mountain Pedal
936,ML Mountain Pedal,27.568,62.09,Pedals,Components,ML Mountain Pedal
937,HL Mountain Pedal,35.9596,80.99,Pedals,Components,HL Mountain Pedal
938,LL Road Pedal,17.9776,40.49,Pedals,Components,LL Road Pedal
939,ML Road Pedal,27.568,62.09,Pedals,Components,ML Road Pedal
940,HL Road Pedal,35.9596,80.99,Pedals,Components,HL Road Pedal
941,Touring Pedal,35.9596,80.99,Pedals,Components,Touring Pedal
942,"ML Mountain Frame-W - Silver, 38",199.3757,364.09,Mountain Frames,Components,ML Mountain Frame-W
943,"LL Mountain Frame - Black, 40",136.785,249.79,Mountain Frames,Components,LL Mountain Frame
944,"LL Mountain Frame - Silver, 40",144.5938,264.05,Mountain Frames,Components,LL Mountain Frame
945,Front Derailleur,40.6216,91.49,Derailleurs,Components,Front Derailleur
946,LL Touring Handlebars,20.464000000000002,46.09,Handlebars,Components,LL Touring Handlebars
947,HL Touring Handlebars,40.6571,91.57,Handlebars,Components,HL Touring Handlebars
948,Front Brakes,47.286,106.5,Brakes,Components,Front Brakes
949,LL Crankset,77.9176,175.49,Cranksets,Components,LL Crankset
950,ML Crankset,113.8816,256.49,Cranksets,Components,ML Crankset
951,HL Crankset,179.8156,404.99,Cranksets,Components,HL Crankset
952,Chain,8.9866,20.24,Chains,Components,Chain
953,"Touring-2000 Blue, 60",755.1508,1214.85,Touring Bikes,Bikes,Touring-2000
954,"Touring-1000 Yellow, 46",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
955,"Touring-1000 Yellow, 50",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
956,"Touring-1000 Yellow, 54",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
957,"Touring-1000 Yellow, 60",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
958,"Touring-3000 Blue, 54",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
959,"Touring-3000 Blue, 58",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
960,"Touring-3000 Blue, 62",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
961,"Touring-3000 Yellow, 44",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
962,"Touring-3000 Yellow, 50",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
963,"Touring-3000 Yellow, 54",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
964,"Touring-3000 Yellow, 58",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
965,"Touring-3000 Yellow, 62",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
966,"Touring-1000 Blue, 46",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
967,"Touring-1000 Blue, 50",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
968,"Touring-1000 Blue, 54",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
969,"Touring-1000 Blue, 60",1481.9379,2384.07,Touring Bikes,Bikes,Touring-1000
970,"Touring-2000 Blue, 46",755.1508,1214.85,Touring Bikes,Bikes,Touring-2000
971,"Touring-2000 Blue, 50",755.1508,1214.85,Touring Bikes,Bikes,Touring-2000
972,"Touring-2000 Blue, 54",755.1508,1214.85,Touring Bikes,Bikes,Touring-2000
973,"Road-350-W Yellow, 40",1082.51,1700.99,Road Bikes,Bikes,Road-350-W
974,"Road-350-W Yellow, 42",1082.51,1700.99,Road Bikes,Bikes,Road-350-W
975,"Road-350-W Yellow, 44",1082.51,1700.99,Road Bikes,Bikes,Road-350-W
976,"Road-350-W Yellow, 48",1082.51,1700.99,Road Bikes,Bikes,Road-350-W
977,"Road-750 Black, 58",343.6496,539.99,Road Bikes,Bikes,Road-750
978,"Touring-3000 Blue, 44",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
979,"Touring-3000 Blue, 50",461.4448,742.35,Touring Bikes,Bikes,Touring-3000
980,"Mountain-400-W Silver, 38",419.7784,769.49,Mountain Bikes,Bikes,Mountain-400-W
981,"Mountain-400-W Silver, 40",419.7784,769.49,Mountain Bikes,Bikes,Mountain-400-W
982,"Mountain-400-W Silver, 42",419.7784,769.49,Mountain Bikes,Bikes,Mountain-400-W
983,"Mountain-400-W Silver, 46",419.7784,769.49,Mountain Bikes,Bikes,Mountain-400-W
984,"Mountain-500 Silver, 40",308.2179,564.99,Mountain Bikes,Bikes,Mountain-500
985,"Mountain-500 Silver, 42",308.2179,564.99,Mountain Bikes,Bikes,Mountain-500
986,"Mountain-500 Silver, 44",308.2179,564.99,Mountain Bikes,Bikes,Mountain-500
987,"Mountain-500 Silver, 48",308.2179,564.99,Mountain Bikes,Bikes,Mountain-500
988,"Mountain-500 Silver, 52",308.2179,564.99,Mountain Bikes,Bikes,Mountain-500
989,"Mountain-500 Black, 40",294.5797,539.99,Mountain Bikes,Bikes,Mountain-500
990,"Mountain-500 Black, 42",294.5797,539.99,Mountain Bikes,Bikes,Mountain-500
991,"Mountain-500 Black, 44",294.5797,539.99,Mountain Bikes,Bikes,Mountain-500
992,"Mountain-500 Black, 48",294.5797,539.99,Mountain Bikes,Bikes,Mountain-500
993,"Mountain-500 Black, 52",294.5797,539.99,Mountain Bikes,Bikes,Mountain-500
994,LL Bottom Bracket,23.9716,53.99,Bottom Brackets,Components,LL Bottom Bracket
995,ML Bottom Bracket,44.9506,101.24,Bottom Brackets,Components,ML Bottom Bracket
996,HL Bottom Bracket,53.9416,121.49,Bottom Brackets,Components,HL Bottom Bracket
997,"Road-750 Black, 44",343.6496,539.99,Road Bikes,Bikes,Road-750
998,"Road-750 Black, 48",343.6496,539.99,Road Bikes,Bikes,Road-750
999,"Road-750 Black, 52",343.6496,539.99,Road Bikes,Bikes,Road-750
